,unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
8927,8927,BM16805,California,11435.23124,No,Basic,College,1/25/11,Disabled,F,12470,Suburban,Married,103,30.0,52,1.0,2,Corporate Auto,Corporate L1,Offer1,Agent,618.688651,SUV,Medsize,A
8931,8931,WH76688,Oregon,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,A
8934,8934,PA15141,California,6953.952351,No,Extended,High School or Below,2/27/11,Employed,F,43221,Urban,Married,87,33.0,51,0.0,7,Special Auto,Special L2,Offer1,Branch,398.735257,Four-Door Car,Large,A
8938,8938,QX54666,California,11172.49931,No,Basic,High School or Below,1/19/11,Disabled,M,14533,Suburban,Single,63,4.0,20,0.0,2,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,A
8940,8940,MB83663,Oregon,9597.474777,No,Extended,Bachelor,2/18/11,Employed,F,38736,Suburban,Divorced,81,7.0,35,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,561.414794,Two-Door Car,Small,A
8942,8942,GZ31904,Oregon,6861.745956,No,Extended,College,2/22/11,Employed,M,30816,Urban,Married,87,10.0,43,0.0,4,Personal Auto,Personal L1,Offer3,Call Center,237.57033,Two-Door Car,Medsize,A
8943,8943,FV72595,Arizona,4703.71858,No,Extended,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,137,11.0,73,0.0,1,Personal Auto,Personal L3,Offer3,Agent,1554.089517,SUV,Medsize,A
8945,8945,RI53167,Arizona,2308.648034,No,Basic,Bachelor,1/20/11,Medical Leave,M,20811,Suburban,Married,61,33.0,61,0.0,1,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize,A
8947,8947,UR36951,Oregon,5189.289582,No,Extended,Bachelor,2/15/11,Employed,M,82166,Suburban,Single,134,9.0,43,3.0,1,Personal Auto,Personal L2,Offer4,Agent,643.2,SUV,Medsize,A
8948,8948,OT50011,California,2671.166649,No,Basic,Master,1/26/11,Medical Leave,F,23305,Rural,Married,68,25.0,26,0.0,1,Personal Auto,Personal L2,Offer2,Branch,127.157137,Four-Door Car,Medsize,A
8952,8952,CA70404,California,6104.849081,No,Extended,High School or Below,2/4/11,Employed,M,62455,Urban,Married,77,27.0,85,1.0,5,Personal Auto,Personal L2,Offer2,Branch,338.144854,Two-Door Car,Small,A
8953,8953,ET88948,California,5503.440723,No,Basic,Bachelor,2/8/11,Employed,F,76839,Suburban,Married,68,12.0,85,0.0,3,Personal Auto,Personal L2,Offer1,Call Center,326.4,Four-Door Car,Medsize,A
8954,8954,TZ11597,California,5755.539367,No,Basic,College,1/17/11,Employed,M,97607,Rural,Married,71,2.0,67,0.0,9,Personal Auto,Personal L3,Offer2,Branch,60.021023,Two-Door Car,Medsize,A
8956,8956,MD87746,Oregon,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize,A
8959,8959,UH32376,Nevada,4037.547258,No,Premium,Bachelor,1/2/11,Medical Leave,M,21586,Suburban,Married,106,6.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1056.291709,Two-Door Car,Small,A
8961,8961,CU19735,Arizona,8041.20055,No,Basic,High School or Below,2/24/11,Employed,M,44986,Suburban,Married,101,14.0,83,0.0,3,Corporate Auto,Corporate L1,Offer1,Call Center,624.023564,SUV,Medsize,A
8962,8962,YH81239,California,6405.738932,No,Extended,High School or Below,1/13/11,Employed,M,48131,Suburban,Divorced,82,6.0,86,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize,A
8963,8963,PU34934,Arizona,10394.36269,No,Extended,College,1/23/11,Employed,F,22601,Suburban,Married,88,1.0,41,0.0,2,Personal Auto,Personal L3,Offer3,Branch,633.6,Four-Door Car,Medsize,A
8964,8964,RT63209,California,5994.255419,No,Basic,Master,2/11/11,Employed,F,74284,Urban,Married,74,27.0,5,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,Medsize,A
8967,8967,QX54905,Nevada,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,Medsize,A
8968,8968,LA66902,Arizona,2458.562965,No,Basic,College,2/3/11,Unemployed,M,0,Suburban,Single,71,21.0,8,1.0,1,Personal Auto,Personal L2,Offer1,Agent,511.2,Two-Door Car,Medsize,A
8970,8970,SV15363,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,A
8973,8973,UF44021,California,2108.493744,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,61,8.0,91,0.0,1,Personal Auto,Personal L2,Offer1,Agent,351.85681,Two-Door Car,Medsize,A
8974,8974,HR85493,California,6896.088021,No,Basic,College,1/10/11,Unemployed,M,0,Suburban,Single,68,10.0,53,0.0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,A
8975,8975,UH22701,Oregon,9726.551005,No,Extended,Master,1/1/11,Employed,F,72236,Suburban,Married,80,2.0,29,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,518.064733,Four-Door Car,Medsize,A
8976,8976,MD70013,Nevada,3878.770231,No,Extended,Bachelor,2/5/11,Employed,F,84981,Rural,Married,96,6.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Agent,4.719043,Four-Door Car,Small,A
8977,8977,RE46032,Nevada,43290.49543,No,Extended,College,1/29/11,Medical Leave,M,23203,Suburban,Single,132,21.0,71,0.0,2,Personal Auto,Personal L3,Offer1,Agent,1158.79311,SUV,Medsize,A
8979,8979,FL67726,Washington,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,A
8981,8981,JA24437,California,7555.828789,No,Premium,College,2/25/11,Unemployed,M,0,Suburban,Single,114,19.0,50,0.0,3,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize,A
8983,8983,DO80363,Arizona,3923.265453,No,Premium,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,108,2.0,38,0.0,1,Personal Auto,Personal L2,Offer3,Branch,912.581597,Four-Door Car,Small,A
8984,8984,LJ79533,Nevada,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,Small,A
8988,8988,US82470,Arizona,13094.2046,No,Basic,Bachelor,1/19/11,Employed,M,37541,Rural,Married,109,10.0,31,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,96.212835,SUV,Large,A
8990,8990,BZ71120,Oregon,8456.455313,No,Basic,College,1/17/11,Employed,F,89918,Urban,Married,105,15.0,72,0.0,9,Personal Auto,Personal L2,Offer1,Branch,367.230882,SUV,Medsize,A
8995,8995,HQ82233,California,11982.42085,No,Basic,High School or Below,2/27/11,Employed,M,42995,Urban,Married,101,10.0,22,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,410.508316,SUV,Medsize,A
9001,9001,EU19773,Arizona,8578.364528,No,Premium,High School or Below,1/19/11,Employed,F,78077,Urban,Married,107,11.0,47,2.0,6,Personal Auto,Personal L3,Offer2,Branch,438.069458,Four-Door Car,Medsize,A
9002,9002,FI11096,Arizona,7324.285428,No,Basic,High School or Below,1/8/11,Unemployed,F,0,Suburban,Single,104,10.0,74,0.0,7,Special Auto,Special L1,Offer2,Branch,1114.092784,SUV,Small,A
9004,9004,XM72420,Arizona,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small,A
9006,9006,IB41597,California,11014.1636,No,Extended,College,2/12/11,Employed,F,67575,Urban,Married,91,27.0,85,0.0,2,Personal Auto,Personal L3,Offer1,Agent,401.60781,Four-Door Car,Medsize,A
9007,9007,WY17451,Oregon,8621.185568,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,87,12.0,12,1.0,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize,A
9008,9008,IW31117,California,5620.587184,No,Basic,Doctor,2/16/11,Employed,M,21142,Rural,Single,71,16.0,79,0.0,4,Personal Auto,Personal L2,Offer1,Agent,79.293115,Two-Door Car,Large,A
9009,9009,RC22595,Arizona,3799.746262,No,Premium,College,1/11/11,Unemployed,F,0,Suburban,Married,102,1.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Large,A
9015,9015,AP67935,California,7619.5158,No,Basic,College,2/13/11,Employed,M,64749,Urban,Married,64,24.0,59,0.0,2,Special Auto,Special L2,Offer2,Branch,302.56519,Four-Door Car,Medsize,A
9017,9017,IW21434,Oregon,2570.433324,No,Basic,Bachelor,2/12/11,Employed,F,44940,Urban,Single,65,1.0,67,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,284.492531,Four-Door Car,Medsize,A
9018,9018,IB42395,Nevada,9553.415528,No,Premium,College,1/18/11,Unemployed,M,0,Suburban,Single,146,20.0,14,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,1051.2,SUV,Medsize,A
9021,9021,XY80192,Oregon,13979.09014,No,Premium,High School or Below,1/31/11,Employed,M,33617,Suburban,Married,117,6.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Agent,761.722334,Four-Door Car,Medsize,A
9023,9023,GV47847,California,4355.702301,No,Basic,High School or Below,1/2/11,Unemployed,M,0,Suburban,Single,64,22.0,22,0.0,4,Personal Auto,Personal L2,Offer4,Branch,460.8,Two-Door Car,Medsize,A
9027,9027,WP19664,Arizona,4605.87485,No,Basic,College,1/9/11,Employed,M,47481,Suburban,Married,116,20.0,39,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,556.8,SUV,Medsize,A
9028,9028,HR42454,Washington,13372.02426,No,Premium,High School or Below,2/25/11,Employed,F,88706,Suburban,Married,110,14.0,72,1.0,2,Corporate Auto,Corporate L3,Offer3,Branch,528.0,Two-Door Car,Small,A
9031,9031,SD75391,California,2704.537211,No,Basic,Master,1/24/11,Retired,F,24173,Urban,Married,70,16.0,96,0.0,1,Personal Auto,Personal L2,Offer3,Web,181.468292,Four-Door Car,Medsize,A
9032,9032,SW88021,California,2461.797738,No,Basic,Bachelor,1/21/11,Medical Leave,F,12222,Suburban,Married,67,8.0,70,1.0,1,Corporate Auto,Corporate L3,Offer3,Agent,321.6,Two-Door Car,Medsize,A
9035,9035,HB53755,Oregon,3849.596697,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,106,10.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,Sports Car,Medsize,A
9037,9037,QZ83992,California,8682.234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33.0,76,0.0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize,A
9038,9038,RS53995,California,7529.863445,No,Basic,College,1/17/11,Employed,M,52774,Rural,Married,66,16.0,26,4.0,2,Corporate Auto,Corporate L1,Offer2,Web,78.452298,Two-Door Car,Large,A
9041,9041,UL90124,Oregon,5038.979968,No,Extended,High School or Below,2/21/11,Employed,F,72919,Suburban,Married,130,20.0,22,5.0,1,Personal Auto,Personal L3,Offer4,Agent,936.0,SUV,Small,A
9043,9043,EZ39383,Arizona,10706.66957,No,Basic,Bachelor,1/13/11,Employed,F,55436,Suburban,Divorced,67,7.0,44,0.0,2,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Small,A
9047,9047,EQ59908,California,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
9048,9048,EE48429,Nevada,2601.468833,No,Basic,High School or Below,1/28/11,Employed,F,80584,Suburban,Divorced,65,33.0,17,0.0,1,Personal Auto,Personal L2,Offer4,Branch,312.0,Two-Door Car,Small,A
9049,9049,YM57893,Washington,4685.504251,No,Premium,Doctor,1/5/11,Employed,M,77678,Suburban,Married,116,32.0,81,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,741.418485,Two-Door Car,Small,A
9050,9050,MO91628,Oregon,2614.474305,No,Basic,Master,2/11/11,Employed,M,65186,Rural,Married,65,29.0,27,0.0,1,Personal Auto,Personal L2,Offer2,Web,5.434505,Two-Door Car,Large,A
9054,9054,RC16862,Arizona,2433.089468,No,Basic,College,1/19/11,Unemployed,M,0,Suburban,Divorced,71,31.0,79,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,493.055291,Four-Door Car,Medsize,A
9055,9055,LT57545,California,5575.198201,No,Basic,College,1/21/11,Medical Leave,F,18892,Rural,Married,73,33.0,76,0.0,5,Personal Auto,Personal L2,Offer1,Web,106.814987,Four-Door Car,Medsize,A
9056,9056,FH85960,Oregon,31221.7481,No,Premium,College,1/3/11,Employed,M,42780,Suburban,Divorced,113,10.0,27,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,Four-Door Car,Medsize,A
9057,9057,GU92938,Nevada,6943.555989,No,Basic,Bachelor,2/19/11,Disabled,F,25612,Suburban,Married,61,12.0,52,0.0,2,Personal Auto,Personal L1,Offer4,Call Center,292.8,Two-Door Car,Small,A
9061,9061,NE70831,California,2732.652352,No,Basic,High School or Below,1/31/11,Employed,F,86650,Urban,Single,69,7.0,64,2.0,1,Personal Auto,Personal L1,Offer1,Web,323.865715,Two-Door Car,Medsize,A
9062,9062,HB43486,Washington,9696.548818,No,Extended,College,2/2/11,Employed,F,86830,Urban,Single,123,18.0,5,0.0,3,Personal Auto,Personal L2,Offer1,Agent,480.533246,SUV,Medsize,A
9065,9065,DG68667,Arizona,8123.955566,No,Basic,Doctor,2/1/11,Medical Leave,M,12617,Suburban,Divorced,108,5.0,43,0.0,8,Personal Auto,Personal L3,Offer1,Branch,648.925597,SUV,Medsize,A
9068,9068,FL77069,California,7519.029686,No,Basic,Bachelor,1/27/11,Employed,F,32397,Rural,Married,190,14.0,95,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,334.626758,Luxury SUV,Small,A
9070,9070,KH55886,Oregon,67907.2705,No,Premium,Bachelor,2/5/11,Employed,M,78310,Rural,Married,192,34.0,18,1.0,2,Personal Auto,Personal L1,Offer1,Agent,151.711475,Sports Car,Medsize,A
9071,9071,AZ77669,Oregon,8696.907111,No,Basic,High School or Below,2/1/11,Employed,M,91423,Urban,Married,109,3.0,71,1.0,5,Personal Auto,Personal L2,Offer1,Web,435.796252,SUV,Medsize,A
9073,9073,JI97190,California,5165.810048,No,Basic,High School or Below,2/26/11,Employed,M,43461,Suburban,Married,64,24.0,47,0.0,6,Personal Auto,Personal L3,Offer3,Branch,307.2,Two-Door Car,Large,A
9074,9074,LD98568,California,7849.125533,No,Extended,College,2/13/11,Employed,F,54431,Urban,Married,97,19.0,62,0.0,3,Personal Auto,Personal L3,Offer1,Agent,284.49502,Four-Door Car,Medsize,A
9075,9075,GY87675,Oregon,5140.391812,No,Extended,College,1/16/11,Retired,M,26952,Suburban,Divorced,76,1.0,0,1.0,8,Corporate Auto,Corporate L1,Offer1,Branch,364.8,Four-Door Car,Medsize,A
9079,9079,PW69692,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L2,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
9081,9081,GT38956,California,2441.394244,No,Basic,College,2/13/11,Unemployed,F,0,Suburban,Married,65,7.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize,A
9082,9082,AZ68072,Oregon,4549.337013,No,Basic,Bachelor,1/24/11,Medical Leave,F,23650,Rural,Married,61,5.0,10,2.0,3,Personal Auto,Personal L2,Offer1,Agent,14.095914,Four-Door Car,Medsize,A
9086,9086,RJ90816,California,3344.809462,No,Extended,College,2/14/11,Employed,F,33243,Rural,Married,85,13.0,19,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,24.555177,Four-Door Car,Small,A
9087,9087,PK66498,California,8793.521303,No,Basic,High School or Below,1/2/11,Employed,M,72897,Suburban,Married,73,26.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,507.709291,Two-Door Car,Medsize,A
9088,9088,LN11802,California,26570.34335,No,Basic,Master,2/20/11,Unemployed,M,0,Suburban,Married,100,16.0,36,0.0,2,Personal Auto,Personal L3,Offer1,Agent,480.0,Sports Car,Large,A
9090,9090,KD52867,Oregon,3347.028677,No,Extended,High School or Below,2/17/11,Employed,F,37138,Suburban,Single,85,4.0,13,0.0,1,Personal Auto,Personal L2,Offer1,Branch,612.0,Two-Door Car,Medsize,A
9092,9092,XM57550,Washington,3423.973171,No,Extended,College,2/10/11,Disabled,F,29958,Suburban,Married,90,8.0,77,0.0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,Medsize,A
9093,9093,TF61492,Washington,5553.756551,No,Extended,College,1/9/11,Unemployed,F,0,Suburban,Single,92,30.0,64,3.0,9,Personal Auto,Personal L3,Offer1,Branch,662.4,Four-Door Car,Medsize,A
9094,9094,HV16877,California,2721.585434,No,Basic,High School or Below,1/8/11,Employed,F,43278,Suburban,Married,68,10.0,10,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small,A
9103,9103,JL49772,Arizona,24249.33685,No,Basic,Bachelor,2/6/11,Employed,F,33651,Urban,Married,69,21.0,37,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,328.65413,Four-Door Car,Medsize,A
9104,9104,FZ45665,Oregon,6500.409697,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,61,13.0,37,0.0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,A
9105,9105,TS42594,California,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A
9107,9107,LZ34164,Nevada,4892.617128,No,Basic,Bachelor,1/15/11,Employed,F,43199,Suburban,Married,61,23.0,31,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,334.007478,Four-Door Car,Medsize,A
9109,9109,ZQ28996,Nevada,5388.023812,No,Basic,College,1/1/11,Employed,M,48895,Urban,Married,68,16.0,27,0.0,7,Corporate Auto,Corporate L1,Offer1,Web,325.009146,Four-Door Car,Large,A
9110,9110,IC78105,Arizona,7744.644444,No,Basic,High School or Below,1/16/11,Disabled,F,26444,Suburban,Married,196,4.0,14,0.0,1,Personal Auto,Personal L1,Offer1,Branch,940.8,Luxury Car,Medsize,A
9115,9115,ED82243,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9117,9117,JR34589,Nevada,4882.286714,No,Extended,High School or Below,2/10/11,Employed,F,21236,Rural,Married,123,3.0,12,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,131.262395,SUV,Medsize,A
9120,9120,QK31192,Arizona,4079.132667,No,Premium,High School or Below,2/18/11,Unemployed,M,0,Suburban,Married,114,12.0,43,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,631.124372,Two-Door Car,Medsize,A
9121,9121,IY87065,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.702735,Two-Door Car,Medsize,A
9122,9122,KK58047,Oregon,8583.854913,No,Basic,College,1/31/11,Employed,M,53944,Suburban,Married,71,13.0,20,0.0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,Medsize,A
9124,9124,XK52242,California,9800.33636,No,Extended,Bachelor,1/31/11,Employed,M,32245,Rural,Married,124,4.0,58,0.0,8,Personal Auto,Personal L2,Offer2,Agent,257.502471,SUV,Medsize,A
9126,9126,AU62013,California,24826.89127,No,Basic,Doctor,2/25/11,Employed,F,67572,Urban,Married,102,7.0,55,0.0,2,Personal Auto,Personal L1,Offer1,Branch,296.209127,Sports Car,Small,A
9128,9128,SG54382,Arizona,8646.547993,No,Extended,Bachelor,2/3/11,Employed,M,25964,Suburban,Married,76,21.0,87,2.0,2,Corporate Auto,Corporate L3,Offer1,Branch,364.8,Four-Door Car,Medsize,A
9131,9131,TR81766,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small,A
9132,9132,XS56253,California,6600.477951,No,Basic,Bachelor,2/15/11,Unemployed,M,0,Suburban,Single,110,18.0,95,3.0,7,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize,A
9133,9133,EP72155,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A
9134,9134,NB10500,California,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Agent,882.871945,Four-Door Car,Small,A
9135,9135,MY56715,Oregon,3380.712383,No,Extended,Bachelor,2/27/11,Employed,M,58109,Suburban,Divorced,86,9.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,412.8,Two-Door Car,Medsize,A
9136,9136,JO11457,Oregon,4653.094259,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Single,70,1.0,4,1.0,4,Personal Auto,Personal L2,Offer1,Agent,585.482275,Two-Door Car,Medsize,A
9137,9137,UI64281,Nevada,22855.61209,No,Basic,Master,1/26/11,Medical Leave,F,20832,Rural,Married,65,8.0,32,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,56.371967,Two-Door Car,Medsize,A
9141,9141,JA76884,California,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
9143,9143,MK34957,Oregon,13297.71225,No,Basic,College,2/19/11,Employed,F,50631,Suburban,Married,112,19.0,12,4.0,2,Special Auto,Special L1,Offer2,Agent,784.65781,SUV,Medsize,A
9144,9144,BO58202,California,2424.224662,No,Basic,Bachelor,1/13/11,Disabled,F,22590,Rural,Single,67,7.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,85.68352,Two-Door Car,Medsize,A
9147,9147,CK74127,Arizona,4155.946211,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,62,8.0,20,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize,A
9148,9148,NN44758,Arizona,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small,A
9149,9149,FQ89652,Oregon,7017.145586,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,103,29.0,91,0.0,6,Special Auto,Special L2,Offer1,Agent,741.6,SUV,Medsize,A
9151,9151,VK98184,Arizona,5033.693296,No,Extended,College,2/19/11,Employed,F,77031,Suburban,Married,125,17.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,600.0,SUV,Medsize,A
9156,9156,VJ51327,California,20314.9976,No,Basic,High School or Below,1/21/11,Employed,F,63209,Rural,Married,102,20.0,28,2.0,2,Personal Auto,Personal L3,Offer1,Agent,207.320041,SUV,Small,A
9158,9158,BA19651,California,6134.38779,No,Extended,High School or Below,1/1/11,Employed,M,43875,Urban,Divorced,78,18.0,33,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,289.468771,Four-Door Car,Medsize,A
9159,9159,JP22499,California,3142.739611,No,Extended,Bachelor,1/10/11,Employed,M,43285,Urban,Single,83,35.0,77,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,265.742679,Two-Door Car,Medsize,A
9160,9160,DA84476,Oregon,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9161,9161,AX86150,Washington,2656.713092,No,Basic,High School or Below,2/9/11,Employed,M,62777,Rural,Single,67,34.0,32,0.0,1,Personal Auto,Personal L1,Offer4,Agent,101.288069,Two-Door Car,Medsize,A
9162,9162,JD10245,California,4358.762008,No,Basic,High School or Below,1/31/11,Employed,M,86001,Suburban,Divorced,109,4.0,27,1.0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,Medsize,A
9164,9164,No94161,California,2719.431536,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11.0,51,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.121963,Two-Door Car,Medsize,A
9165,9165,LM37855,California,7607.001877,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Married,104,3.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Branch,638.414994,SUV,Small,A
9166,9166,SC92090,Arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
9167,9167,SM54927,Washington,6739.664992,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Rural,Married,93,34.0,32,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,13.073952,Four-Door Car,Medsize,A
9168,9168,UV17888,California,7405.420506,No,Basic,Bachelor,1/9/11,Disabled,F,22044,Rural,Divorced,65,35.0,70,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.393016,Four-Door Car,Large,A
9169,9169,GN46207,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,A
9170,9170,AQ94108,Oregon,8507.832473,No,Basic,College,2/26/11,Employed,F,56704,Rural,Married,71,33.0,50,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,84.715044,Four-Door Car,Medsize,A
9171,9171,HQ87008,California,2627.610202,No,Basic,Bachelor,1/2/11,Employed,F,94962,Suburban,Married,67,10.0,48,4.0,1,Personal Auto,Personal L2,Offer2,Agent,321.6,Two-Door Car,Large,A
9172,9172,VK42108,Washington,18060.47947,No,Basic,Bachelor,1/17/11,Employed,F,57882,Suburban,Single,115,1.0,61,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,552.0,SUV,Medsize,A
9173,9173,DY73849,California,4569.8758,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Rural,Married,124,32.0,75,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,250.723005,SUV,Large,A
